Gene	sgRNA	Lower|beta	Lower|z	Lower|p-value	Lower|fdr	Lower|wald-p-value	Lower|wald-fdr	Upper|beta	Upper|z	Upper|p-value	Upper|fdr	Upper|wald-p-value	Upper|wald-fdr
NARS2	3	-2.0086	-1.2692	0.33423	0.96267	0.20436	0.59216	0.081304	0.065075	0.71953	0.9943	0.94811	1
NARS	2	5.2598	0.034059	0.14158	0.96267	0.97283	0.99608	2.0593	0.013334	0.56004	0.9943	0.98936	1
NCAN	3	0.43739	1.1671	0.95699	0.99866	0.24318	0.60412	0.17044	0.44296	0.82616	0.9943	0.65779	1
NCOA5	4	3.259	0.2556	0.50986	0.96267	0.79826	0.99608	1.6149	0.12674	0.58781	0.9943	0.89914	1
NDST1	5	3.5322	0.25816	0.40009	0.96267	0.79629	0.99608	1.8052	0.13202	0.42832	0.98521	0.89497	1
NDUFA10	1	5.4966	0.022841	0.27688	0.96267	0.98178	0.99608	2.2556	0.0093729	0.71371	0.9943	0.99252	1
NDUFA11	4	0.59516	1.381	0.93593	0.99764	0.16727	0.5297	0.11709	0.26583	0.82796	0.9943	0.79037	1
NDUFA12	3	0.13192	1.466	0.60215	0.98824	0.14266	0.52303	0.022199	0.24318	0.56183	0.9943	0.80786	1
NDUFA4L2	3	0.28691	1.346	0.86335	0.99764	0.17832	0.54617	0.0034843	0.01616	0.3517	0.97823	0.98711	1
NDUFA5	2	0.13021	1.476	0.84543	0.99764	0.13994	0.52303	0.0055957	0.062545	0.47715	0.99254	0.95013	1
NDUFA6	1	-2.6732	-0.49789	0.23118	0.96267	0.61856	0.99608	1.8493	0.34358	0.8974	0.9943	0.73116	1
NDUFA7	1	-2.3672	-1.7971	0.41622	0.96267	0.072325	0.49146	-4.0042	-3.0348	0.53674	0.9943	0.0024069	0.040698
NDUFA8	1	-2.0062	-1.5455	0.67204	0.99511	0.12223	0.52303	-4.7072	-3.6428	0.18996	0.93333	0.00026968	0.0063182
NDUFAB1	1	-0.82862	-0.76368	0.7836	0.99511	0.44506	0.99608	-2.8658	-2.6412	0.84005	0.9943	0.0082624	0.12461
NDUFB1	1	-0.64052	-0.014834	0.76478	0.99511	0.98816	0.99608	3.8004	0.087837	0.067204	0.92557	0.93001	1
NDUFB3	1	-2.0362	-0.15624	0.65143	0.99511	0.87584	0.99608	2.6531	0.20258	0.49686	0.99373	0.83947	1
NDUFB4	3	-2.2802	-3.1978	0.24238	0.96267	0.0013846	0.11886	-3.9176	-5.4909	0.09319	0.92557	3.9981e-08	2.7041e-06
NDUFB5	2	3.6741	0.12691	0.53719	0.96267	0.89901	0.99608	-4.3202	-0.13323	0.1483	0.93333	0.89401	1
NDUFB6	1	5.5375	0.022107	0.26703	0.96267	0.98236	0.99608	-4.3488	-0.017527	0.36156	0.97823	0.98602	1
NDUFB9	1	5.299	0.026868	0.32975	0.96267	0.97856	0.99608	-4.3011	-0.021862	0.38082	0.98251	0.98256	1
NDUFC1	4	0.31681	1.3067	0.86604	0.99764	0.19131	0.57315	0.099619	0.39766	0.80645	0.9943	0.69088	1
NDUFC2	1	-2.0579	-0.042695	0.63217	0.99511	0.96594	0.99608	3.9105	0.080732	0.054211	0.92557	0.93566	1
NDUFS2	2	2.6624	0.26675	0.7724	0.99511	0.78966	0.99608	-5.1201	-0.44809	0.015681	0.92557	0.65409	1
NDUFS3	3	0.48733	1.1784	0.99194	0.99866	0.23862	0.60412	0.070281	0.16577	0.7052	0.9943	0.86834	1
NDUFS4	5	1.0282	0.62601	0.87724	0.99764	0.53131	0.99608	0.91741	0.59422	0.80735	0.9943	0.55237	1
NDUFS5	4	2.135	0.3986	0.70072	0.99511	0.69019	0.99608	1.6824	0.31665	0.55466	0.9943	0.75151	1
NDUFS6	2	4.0526	0.090463	0.44713	0.96267	0.92792	0.99608	1.7353	0.03873	0.67652	0.9943	0.96911	1
NDUFS8	3	-2.3112	-1.5612	0.23073	0.96267	0.11849	0.52303	0.55177	0.44016	0.95565	0.99766	0.65982	1
NDUFV1	6	0.25345	1.9151	0.62455	0.99511	0.055483	0.47176	0.047679	0.3558	0.80376	0.9943	0.72199	1
NDUFV3	5	0.24657	1.3778	0.67608	0.99511	0.16826	0.5297	0.042532	0.23471	0.71864	0.9943	0.81443	1
NEDD8-MDP1	2	2.6875	0.25903	0.76837	0.99511	0.79561	0.99608	-5.001	-0.42338	0.02733	0.92557	0.67202	1
NEK10	4	3.8237	0.17651	0.375	0.96267	0.8599	0.99608	1.6397	0.075427	0.57751	0.9943	0.93988	1
NEK11	4	0.24838	1.3791	0.75896	0.99511	0.16785	0.5297	0.01352	0.074154	0.38127	0.98251	0.94089	1
NEK1	2	5.7744	0.03147	0.057796	0.96267	0.97489	0.99608	-3.365	-0.018348	0.28495	0.97823	0.98536	1
NEK2	4	3.2934	0.21947	0.50314	0.96267	0.82628	0.99608	1.7538	0.11688	0.52195	0.9943	0.90696	1
NEK3	2	5.044	0.056794	0.19579	0.96267	0.95471	0.99608	2.5793	0.029041	0.3172	0.97823	0.97683	1
NEK4	4	2.3148	0.55359	0.65547	0.99511	0.57986	0.99608	0.7299	0.1766	0.90547	0.9943	0.85982	1
NEK5	3	0.13378	1.4737	0.6147	0.99492	0.14057	0.52303	0.0073002	0.079275	0.40278	0.98251	0.93681	1
NEK6	3	5.1338	0.066104	0.10618	0.96267	0.9473	0.99608	2.6569	0.034199	0.17832	0.93333	0.97272	1
NEK7	3	2.5494	0.28662	0.76165	0.99511	0.7744	0.99608	2.1465	0.24549	0.39606	0.98251	0.80607	1
NEK8	2	-2.1472	-2.7418	0.44265	0.96267	0.0061095	0.21994	-4.5813	-5.8592	0.091846	0.92557	4.6523e-09	3.7086e-07
NEK9	4	1.7728	0.1895	0.80018	0.99511	0.8497	0.99608	3.0732	0.34046	0.030466	0.92557	0.73351	1
NEU1	2	-2.4642	-1.5662	0.25627	0.96267	0.11731	0.52303	0.71462	0.47793	0.94355	0.9948	0.6327	1
NEU2	2	-2.6666	-1.5666	0.15233	0.96267	0.11721	0.52303	0.77834	0.49907	0.9655	0.99909	0.61773	1
NFS1	1	-2.5312	-1.918	0.3181	0.96267	0.055117	0.47176	-3.8878	-2.9317	0.58781	0.9943	0.0033708	0.054127
NGB	5	-2.3585	-1.3191	0.10797	0.96267	0.18713	0.56826	1.6235	1.025	0.5224	0.9943	0.30535	1
NGF	3	-2.1427	-1.1867	0.28943	0.96267	0.23536	0.60412	0.25643	0.1751	0.85663	0.9943	0.861	1
NID1	3	4.8521	0.071947	0.17294	0.96267	0.94264	0.99608	0.82798	0.012229	0.97357	0.99909	0.99024	1
NIM1	5	0.19476	1.9053	0.49507	0.96267	0.056738	0.47176	0.030579	0.29518	0.57527	0.9943	0.76785	1
NISCH	4	0.17605	1.4334	0.5569	0.96732	0.15175	0.52303	0.033084	0.26573	0.6586	0.9943	0.79045	1
NLK	2	-2.0408	-0.70598	0.49507	0.96267	0.4802	0.99608	0.79406	0.32775	0.97222	0.99909	0.7431	1
NME1	5	3.6532	0.25849	0.36918	0.96267	0.79603	0.99608	1.7747	0.12577	0.44489	0.98521	0.89991	1
NME2	2	0.28819	0.069525	0.9888	0.99866	0.94457	0.99608	1.4907	0.39695	0.76434	0.9943	0.69141	1
NME3	3	3.0791	0.21591	0.61918	0.99511	0.82906	0.99608	0.29353	0.020284	0.86425	0.9943	0.98382	1
NME4	2	0.43908	1.2197	0.92832	0.99764	0.22256	0.5985	0.038473	0.10426	0.62276	0.9943	0.91697	1
NME5	1	5.2476	0.027632	0.34588	0.96267	0.97796	0.99608	3.4998	0.018428	0.1241	0.92557	0.9853	1
NME6	3	3.4952	0.21932	0.51837	0.96267	0.8264	0.99608	2.1233	0.13426	0.40636	0.98378	0.8932	1
NME7	4	2.2611	0.3948	0.66667	0.99511	0.69299	0.99608	1.9203	0.34471	0.43772	0.98521	0.73031	1
NMNAT1	2	-2.4953	-2.9714	0.2397	0.96267	0.002964	0.15385	-4.1332	-4.9178	0.18996	0.93333	8.7524e-07	3.6177e-05
NMNAT3	4	4.1065	0.13084	0.29211	0.96267	0.8959	0.99608	2.9543	0.094202	0.047043	0.92557	0.92495	1
NMRAL1	2	-2.7427	-3.4641	0.12186	0.96267	0.00053192	0.065958	-5.1173	-6.4668	0.016129	0.92557	1.0012e-10	1.3967e-08
NMT1	2	5.261	0.03355	0.14158	0.96267	0.97324	0.99608	2.1752	0.013869	0.5121	0.9943	0.98893	1
NMT2	5	0.29876	2.2875	0.80959	0.99511	0.022169	0.41293	0.018649	0.14114	0.34812	0.97823	0.88776	1
NNMT	1	-1.8774	-0.38474	0.77151	0.99511	0.70043	0.99608	1.77	0.36153	0.92563	0.9943	0.7177	1
NNT	3	0.43124	1.2182	0.95296	0.99812	0.22316	0.59939	0.074016	0.20355	0.71147	0.9943	0.83871	1
NOXO1	4	3.1965	0.28053	0.52061	0.96267	0.77907	0.99608	1.5488	0.13639	0.62097	0.9943	0.89151	1
NPC1L1	2	-1.4052	-0.14548	0.7052	0.99511	0.88434	0.99608	2.7391	0.29588	0.24597	0.96316	0.76732	1
NPPB	3	-1.7953	-2.7282	0.39695	0.96267	0.0063677	0.22208	-3.969	-6.0293	0.091398	0.92557	1.6466e-09	1.5811e-07
NPR1	3	0.5019	1.1515	0.97715	0.99866	0.24951	0.60931	0.12437	0.27855	0.77061	0.9943	0.78059	1
NPR2	2	3.6647	0.12004	0.53898	0.96267	0.90445	0.99608	1.8157	0.059474	0.65054	0.9943	0.95257	1
NPR3	2	4.6641	0.077573	0.30197	0.96267	0.93817	0.99608	1.3527	0.02249	0.81496	0.9943	0.98206	1
NPSR1	3	0.38252	1.2448	0.91891	0.99764	0.21322	0.59705	0.10328	0.32646	0.74328	0.9943	0.74408	1
NPY2R	3	0.27337	1.1156	0.85663	0.99764	0.26458	0.63189	0.20748	0.81928	0.84185	0.9943	0.41263	1
NQO1	3	0.1686	1.445	0.73522	0.99511	0.14846	0.52303	0.016108	0.1362	0.50941	0.9943	0.89167	1
NQO2	2	3.8603	0.10021	0.49731	0.96267	0.92017	0.99608	3.4064	0.088614	0.057348	0.92557	0.92939	1
NR1H2	2	3.2474	0.21719	0.64651	0.99511	0.82806	0.99608	1.1482	0.076589	0.89471	0.9943	0.93895	1
NR1H3	6	3.6842	0.22126	0.33065	0.96267	0.82489	0.99608	1.4438	0.086653	0.5672	0.9943	0.93095	1
NR1H4	4	0.41609	1.2354	0.9664	0.99866	0.21667	0.59705	0.077213	0.22276	0.77599	0.9943	0.82372	1
NR1I2	1	-2.8652	-0.52652	0.11514	0.96267	0.59852	0.99608	1.8627	0.34063	0.89068	0.9943	0.73338	1
NR3C2	5	5.0059	0.083727	0.059588	0.96267	0.93327	0.99608	2.6723	0.044695	0.084229	0.92557	0.96435	1
NRBP1	4	1.8008	0.41012	0.79211	0.99511	0.68172	0.99608	1.9262	0.4445	0.43638	0.98521	0.65668	1
NRBP2	3	-3.6481	-2.9206	0.0017921	0.68421	0.003494	0.16746	-0.86676	-0.86041	0.13978	0.93333	0.38957	1
NRGN	2	4.4263	0.066104	0.35394	0.96267	0.9473	0.99608	2.484	0.037098	0.36156	0.97823	0.97041	1
NRIP1	4	3.5811	0.19684	0.4328	0.96267	0.84395	0.99608	2.0564	0.11326	0.35887	0.97823	0.90982	1
NRK	4	0.2727	1.5819	0.80735	0.99511	0.11366	0.52303	0.027986	0.16043	0.61246	0.9943	0.87254	1
NSDHL	3	-2.731	-2.0622	0.10394	0.96267	0.03919	0.46527	0.020649	0.019779	0.55018	0.9943	0.98422	1
NSF	2	0.19131	1.4261	0.95385	0.99812	0.15383	0.52303	1.3326e-05	9.8085e-05	0.40278	0.98251	0.99992	1
NT5C2	3	5.6974	0.032385	0.025538	0.90476	0.97416	0.99608	0.74714	0.0042198	0.99597	0.9991	0.99663	1
NT5C	4	0.38515	1.7776	0.94041	0.99764	0.075462	0.49686	0.032662	0.14924	0.65412	0.9943	0.88137	1
NT5M	3	0.15281	1.4538	0.69579	0.99511	0.146	0.52303	0.015576	0.14614	0.50358	0.9943	0.88381	1
NTRK1	3	-3.6168	-2.3074	0.0022401	0.68421	0.021033	0.41293	-0.76127	-0.63916	0.14516	0.93333	0.52272	1
NTRK2	4	4.5896	0.093576	0.16622	0.96267	0.92545	0.99608	2.4067	0.049069	0.2052	0.93915	0.96086	1
NTRK3	5	3.7993	0.19519	0.33602	0.96267	0.84524	0.99608	-1.6245	-0.076056	0.023297	0.92557	0.93937	1
NTSR2	5	4.5793	0.12977	0.13486	0.96267	0.89675	0.99608	1.727	0.048821	0.47267	0.9925	0.96106	1
NUAK1	3	0.12337	1.4792	0.55556	0.96732	0.13909	0.52303	0.017561	0.20754	0.52419	0.9943	0.83559	1
NUAK2	5	1.4566	0.57594	0.79256	0.99511	0.56465	0.99608	1.6617	0.69753	0.50627	0.9943	0.48547	1
NUCKS1	4	0.18661	1.4218	0.59185	0.98821	0.15507	0.52303	0.03902	0.29335	0.70251	0.9943	0.76926	1
NUDT9	3	0.36963	1.2736	0.91174	0.99764	0.20281	0.59059	0.081059	0.27119	0.71953	0.9943	0.78625	1
OAS1	4	0.43675	1.2218	0.98208	0.99866	0.2218	0.5985	0.079903	0.21737	0.77957	0.9943	0.82792	1
OAT	2	-2.1004	-0.48345	0.46371	0.96267	0.62877	0.99608	2.1367	0.49118	0.53002	0.9943	0.6233	1
OAZ2	4	4.6312	0.098046	0.15726	0.96267	0.9219	0.99608	2.5706	0.054422	0.14427	0.93333	0.9566	1
OAZ3	3	0.13083	1.4727	0.59677	0.98821	0.14084	0.52303	0.012336	0.13687	0.46102	0.99043	0.89113	1
OBSCN	3	-3.3126	-2.2416	0.0094086	0.68889	0.024984	0.42246	-0.5379	-0.45073	0.17115	0.93333	0.65218	1
ODC1	2	0.37926	1.1914	0.95878	0.99866	0.2335	0.60412	0.20344	0.62273	0.74014	0.9943	0.53346	1
OGDH	4	3.6407	0.1983	0.41801	0.96267	0.84281	0.99608	0.46056	0.024972	0.97939	0.99909	0.98008	1
OGFOD1	1	-1.5964	-1.2862	0.94489	0.99764	0.19837	0.58529	-3.6303	-2.9248	0.6819	0.9943	0.0034468	0.054953
OGFOD2	3	2.1207	0.31715	0.85663	0.99764	0.75113	0.99608	2.2915	0.34622	0.3293	0.97823	0.72918	1
OPLAH	4	0.28429	1.6148	0.82616	0.99515	0.10635	0.52303	0.015152	0.085066	0.41667	0.98521	0.93221	1
OPRD1	2	0.14042	1.4695	0.88217	0.99764	0.14169	0.52303	4.3878e-05	0.00045289	0.43504	0.98521	0.99964	1
OPRK1	4	0.20978	1.4089	0.65905	0.99511	0.15885	0.52303	0.024259	0.16083	0.55511	0.9943	0.87223	1
OPRL1	8	3.6792	0.2594	0.26075	0.96267	0.79533	0.99608	2.1469	0.15147	0.16801	0.93333	0.87961	1
OPRM1	2	-2.2151	-0.55018	0.40054	0.96267	0.58219	0.99608	1.3971	0.42641	0.79794	0.9943	0.66981	1
OTC	3	2.3933	0.38088	0.79839	0.99511	0.7033	0.99608	1.2543	0.2045	0.82213	0.9943	0.83797	1
OXCT1	4	0.13921	1.4488	0.44579	0.96267	0.14739	0.52303	0.045424	0.46601	0.73297	0.9943	0.64121	1
OXCT2	5	4.483	0.10265	0.15815	0.96267	0.91824	0.99608	1.9381	0.044136	0.36962	0.98251	0.9648	1
OXSR1	3	-2.6768	-1.4802	0.11694	0.96267	0.13883	0.52303	1.2877	0.80258	0.80914	0.9943	0.42222	1
OXTR	3	4.7655	0.070001	0.18772	0.96267	0.94419	0.99608	2.4553	0.036065	0.25941	0.97148	0.97123	1
OXT	4	2.8963	0.36401	0.56496	0.96925	0.71585	0.99608	1.4399	0.18212	0.66935	0.9943	0.85549	1
P2RY2	3	3.5913	0.1784	0.49552	0.96267	0.85841	0.99608	2.2886	0.11369	0.3302	0.97823	0.90948	1
P4HA1	1	4.5328	0.049575	0.556	0.96732	0.96046	0.99608	2.1221	0.023209	0.7724	0.9943	0.98148	1
P4HA2	4	0.56253	1.5587	0.94176	0.99764	0.11906	0.52303	0.10295	0.2788	0.80914	0.9943	0.7804	1
P4HB	3	3.7252	0.17538	0.46505	0.96267	0.86078	0.99608	1.1169	0.052198	0.87142	0.9943	0.95837	1
P4HTM	2	-1.4423	-1.7908	0.69758	0.99511	0.073322	0.49146	-3.7676	-4.6829	0.25314	0.97109	2.828e-06	9.8626e-05
PACSIN1	6	0.30591	2.0792	0.78629	0.99511	0.037597	0.46048	0.033311	0.2238	0.57975	0.9943	0.82292	1
PACSIN2	4	3.5294	0.19392	0.44444	0.96267	0.84624	0.99608	2.4653	0.13548	0.1819	0.93333	0.89223	1
PACSIN3	5	0.13471	1.4751	0.28853	0.96267	0.1402	0.52303	0.0073642	0.079476	0.17473	0.93333	0.93665	1
PADI1	2	4.0616	0.08159	0.44668	0.96267	0.93497	0.99608	3.5119	0.070561	0.042115	0.92557	0.94375	1
PADI3	3	0.13932	1.4669	0.6474	0.99511	0.1424	0.52303	0.01145	0.11886	0.45206	0.98728	0.90539	1
PADI4	4	4.0729	0.13205	0.30197	0.96267	0.89494	0.99608	2.495	0.080901	0.16891	0.93333	0.93552	1
PADI6	3	0.17831	1.4372	0.75493	0.99511	0.15066	0.52303	0.0075098	0.059725	0.40771	0.98378	0.95237	1
PAEP	3	0.33414	1.3159	0.88665	0.99764	0.1882	0.56878	0.00028217	0.0010771	0.33871	0.97823	0.99914	1
PAH	4	0.43548	1.2197	0.98163	0.99866	0.22256	0.5985	0.080859	0.22025	0.78136	0.9943	0.82568	1
PAICS	3	0.34677	1.1742	0.89516	0.99764	0.24033	0.60412	0.24086	0.79161	0.85439	0.9943	0.42859	1
PAK1	4	4.9467	0.080515	0.09543	0.96267	0.93583	0.99608	1.8309	0.029783	0.48432	0.99372	0.97624	1
PAK2	4	0.17832	1.4361	0.56452	0.96925	0.15096	0.52303	0.023416	0.18605	0.5448	0.9943	0.85241	1
PAK3	2	-2.2185	-0.65669	0.39875	0.96267	0.51138	0.99608	1.5392	0.50096	0.74686	0.9943	0.6164	1
PAK4	1	4.2667	0.061285	0.61649	0.99511	0.95113	0.99608	-4.1392	-0.059601	0.45609	0.98739	0.95247	1
PAK6	8	3.758	0.23998	0.24104	0.96267	0.81035	0.99608	1.8639	0.11908	0.29167	0.97823	0.90521	1
PAK7	1	5.7945	0.01787	0.18817	0.96267	0.98574	0.99608	-3.8457	-0.011899	0.59946	0.9943	0.99051	1
PAM	5	-2.9775	-2.6935	0.020609	0.7931	0.0070703	0.23911	0.99589	0.97404	0.78495	0.9943	0.33004	1
PANK1	4	-2.1425	-1.1403	0.20341	0.96267	0.25415	0.61793	1.2956	0.80479	0.72357	0.9943	0.42094	1
PANK2	2	3.1948	0.17195	0.6586	0.99511	0.86348	0.99608	1.4434	0.077699	0.78315	0.9943	0.93807	1
PANK3	3	4.4945	0.084266	0.25941	0.96267	0.93284	0.99608	0.11165	0.0020831	0.75403	0.9943	0.99834	1
PANK4	3	-2.2006	-0.43309	0.26613	0.96267	0.66495	0.99608	2.2713	0.47501	0.3414	0.97823	0.63478	1
PANX1	4	0.62845	1.4895	0.92787	0.99764	0.13636	0.52303	0.09452	0.21939	0.79928	0.9943	0.82635	1
PAPOLA	2	-0.75796	-0.032618	0.74642	0.99511	0.97398	0.99608	3.4423	0.16761	0.051075	0.92557	0.86689	1
PAPSS1	3	0.29754	1.1651	0.87007	0.99764	0.24398	0.60412	0.29325	1.1125	0.8638	0.9943	0.26593	1
PARK7	3	3.9651	0.1367	0.40905	0.96267	0.89127	0.99608	2.1382	0.07372	0.40054	0.98251	0.94123	1
PARP15	4	3.6013	0.24669	0.42832	0.96267	0.80515	0.99608	2.0761	0.14267	0.35081	0.97823	0.88655	1
PARS2	1	4.9169	0.036399	0.46281	0.96267	0.97096	0.99608	2.7694	0.020501	0.42025	0.98521	0.98364	1
PASK	4	-3.0095	-3.1296	0.030018	0.94231	0.0017502	0.12259	0.46168	0.52242	0.97894	0.99909	0.60138	1
PBK	4	-3.2151	-2.0435	0.013889	0.68889	0.041001	0.47172	-0.61503	-0.52405	0.125	0.92557	0.60024	1
PCBD1	4	2.23	0.37423	0.67428	0.99511	0.70823	0.99608	1.914	0.3261	0.44041	0.98521	0.74435	1
PCCB	7	0.29829	1.8664	0.74059	0.99511	0.061987	0.47481	0.052261	0.32315	0.87993	0.9943	0.74658	1
PCK1	4	4.4224	0.098567	0.20744	0.96267	0.92148	0.99608	2.9182	0.065045	0.054211	0.92557	0.94814	1
PCMT1	3	-2.4977	-1.2482	0.15905	0.96267	0.21195	0.59705	-0.24195	-0.15338	0.22849	0.95264	0.8781	1
PCSK1	1	-2.328	-1.7585	0.43369	0.96267	0.078662	0.50598	-4.65	-3.5152	0.2164	0.94336	0.00043935	0.0095207
PCSK2	2	-1.1309	-0.030177	0.73342	0.99511	0.97593	0.99608	4.1302	0.11696	0.0098566	0.92557	0.9069	1
PCTP	3	2.9869	0.32651	0.64023	0.99511	0.74404	0.99608	0.77015	0.083944	0.98746	0.99909	0.9331	1
PCYT1A	4	4.0151	0.13561	0.31989	0.96267	0.89213	0.99608	1.5737	0.053128	0.61066	0.9943	0.95763	1
PCYT1B	3	0.22096	1.4016	0.82034	0.99511	0.16103	0.52303	0.008705	0.054529	0.42249	0.98521	0.95651	1
PDC	2	-2.9959	-1.4725	0.046147	0.94495	0.14089	0.52303	0.95079	0.49819	0.96998	0.99909	0.61835	1
PDE10A	4	4.6925	0.11308	0.14382	0.96267	0.90997	0.99608	0.95602	0.023017	0.83647	0.9943	0.98164	1
PDE11A	3	-1.5684	-0.67687	0.44041	0.96267	0.49849	0.99608	1.5506	0.71862	0.68817	0.9943	0.47238	1
PDE1B	6	0.14917	1.4626	0.23656	0.96267	0.14358	0.52303	0.015497	0.14978	0.20027	0.93333	0.88094	1
PDE3A	4	3.4581	0.22705	0.46595	0.96267	0.82038	0.99608	1.6114	0.10597	0.58961	0.9943	0.91561	1
PDE3B	4	0.016325	0.04668	0.33557	0.96267	0.96277	0.99608	0.47181	1.1833	0.97491	0.99909	0.23669	1
PDE4B	2	0.20359	1.4157	0.96819	0.99866	0.15687	0.52303	0.004984	0.034226	0.47177	0.9925	0.9727	1
PDE4C	5	4.1738	0.14589	0.24194	0.96267	0.88401	0.99608	0.81156	0.028293	0.84319	0.9943	0.97743	1
PDE6G	4	-2.0725	-0.57939	0.21998	0.96267	0.56232	0.99608	2.1414	0.64099	0.32034	0.97823	0.52153	1
PDE6H	2	2.3475	0.38661	0.81944	0.99511	0.69905	0.99608	0.0052603	0.00085564	0.47401	0.9925	0.99932	1
PDE7A	5	0.14273	1.4573	0.3181	0.96267	0.14504	0.52303	0.042241	0.42512	0.7164	0.9943	0.67075	1
PDE8A	5	0.13538	1.467	0.29346	0.96267	0.14238	0.52303	0.022408	0.23931	0.42249	0.98521	0.81087	1
PDE8B	3	0.42484	1.2169	0.94713	0.99764	0.22364	0.59947	0.1035	0.2885	0.74373	0.9943	0.77296	1
PDE9A	4	0.44269	1.2066	0.9879	0.99866	0.2276	0.60405	0.15361	0.40733	0.87814	0.9943	0.68376	1
PDF	5	1.1422	0.4906	0.86066	0.99764	0.62371	0.99608	1.5285	0.70892	0.57168	0.9943	0.47837	1
PDGFRA	2	0.18232	1.4331	0.94176	0.99764	0.15184	0.52303	0.0080798	0.062694	0.5121	0.9943	0.95001	1
PDGFRB	1	-1.9294	-1.5092	0.73118	0.99511	0.13125	0.52303	-3.9536	-3.092	0.56093	0.9943	0.001988	0.034666
PDHA1	1	-2.4704	-1.8593	0.36066	0.96267	0.062985	0.47481	-4.5043	-3.3899	0.28808	0.97823	0.00069912	0.014316
PDHA2	2	-2.9644	-3.4754	0.047491	0.95902	0.00051003	0.065958	-4.4992	-5.2681	0.10573	0.92557	1.3781e-07	7.3235e-06
PDHB	3	2.0156	0.53848	0.87321	0.99764	0.59025	0.99608	-5.3461	-1.2046	0.0026882	0.66667	0.22835	1
PDIK1L	1	-1.9693	-0.13595	0.69982	0.99511	0.89186	0.99608	2.7522	0.18906	0.42832	0.98521	0.85004	1
PDK1	3	2.9113	0.17484	0.6586	0.99511	0.8612	0.99608	3.0406	0.18291	0.064964	0.92557	0.85487	1
PDK2	4	0.20254	1.4109	0.64113	0.99511	0.15827	0.52303	0.036152	0.24856	0.68638	0.9943	0.8037	1
PDK3	3	0.16741	1.4467	0.73163	0.99511	0.14797	0.52303	0.014256	0.12154	0.49104	0.99372	0.90326	1
PDK4	4	2.4761	0.1954	0.62545	0.99511	0.84508	0.99608	3.2187	0.25692	0.017473	0.92557	0.79724	1
PDLIM5	3	5.3677	0.056322	0.068548	0.96267	0.95509	0.99608	1.9185	0.02013	0.50851	0.9943	0.98394	1
PDP1	1	-0.49585	-0.01856	0.75493	0.99511	0.98519	0.99608	3.3329	0.1246	0.17608	0.93333	0.90084	1
PDP2	3	0.015742	0.048005	0.53091	0.96267	0.96171	0.99608	0.44692	1.2025	0.91711	0.9943	0.22917	1
PDPK1	4	0.12397	1.4803	0.36246	0.96267	0.13879	0.52303	0.02018	0.23748	0.49194	0.99372	0.81229	1
PDPR	3	2.0472	0.46262	0.86738	0.99764	0.64364	0.99608	1.0705	0.24795	0.88799	0.9943	0.80418	1
PDXDC1	3	4.6147	0.077835	0.2267	0.96267	0.93796	0.99608	2.0055	0.033826	0.46505	0.9914	0.97302	1
PDXK	1	-0.98026	-0.023627	0.81765	0.99511	0.98115	0.99608	3.7627	0.090392	0.071685	0.92557	0.92798	1
PDXP	5	4.0187	0.17344	0.27823	0.96267	0.86231	0.99608	2.3833	0.10291	0.16667	0.93333	0.91803	1
PEAK1	1	-2.1196	-1.6342	0.58065	0.98107	0.10223	0.52303	-4.1439	-3.1942	0.45341	0.98739	0.001402	0.025651
PECR	1	-2.6421	-1.9674	0.2509	0.96267	0.049141	0.47176	-5.0752	-3.785	0.057348	0.92557	0.00015372	0.0041337
PFAS	2	-2.0873	-2.545	0.47133	0.96267	0.010926	0.31672	-3.9067	-4.7639	0.23253	0.95264	1.8986e-06	6.947e-05
PFKFB1	4	0.002423	0.031815	0.3078	0.96267	0.97462	0.99608	0.15783	1.9712	0.88575	0.9943	0.048702	0.68367
PFKFB2	4	3.6636	0.21947	0.40995	0.96267	0.82628	0.99608	-0.75866	-0.042892	0.10484	0.92557	0.96579	1
PFKFB3	5	0.0039019	0.027235	0.22177	0.96267	0.97827	0.99608	0.24987	1.6591	0.97939	0.99909	0.097101	1
PFKFB4	3	2.7935	0.35078	0.69041	0.99511	0.72575	0.99608	0.55006	0.068926	0.9552	0.99766	0.94505	1
PFKL	5	0.14737	1.7825	0.33513	0.96267	0.074673	0.49457	0.033487	0.39931	0.62097	0.9943	0.68966	1
PFKM	6	0.18929	1.9806	0.35529	0.96267	0.047639	0.47176	0.012958	0.13375	0.1586	0.93333	0.8936	1
PFKP	4	0.21774	1.9618	0.67787	0.99511	0.049791	0.47176	0.011682	0.10391	0.34185	0.97823	0.91724	1
PFN1	4	3.385	0.24077	0.48208	0.96267	0.80973	0.99608	1.6447	0.11722	0.57527	0.9943	0.90669	1
PFN2	4	3.1314	0.25424	0.53271	0.96267	0.79931	0.99608	1.8309	0.14954	0.48432	0.99372	0.88113	1
PGA3	2	-2.7136	-1.5026	0.1353	0.96267	0.13293	0.52303	0.48159	0.30829	0.8517	0.9943	0.75786	1
PGAM2	4	0.13833	1.4722	0.44131	0.96267	0.14098	0.52303	0.0062226	0.06528	0.25762	0.97148	0.94795	1
PGD	5	0.22646	1.7998	0.60439	0.98828	0.0719	0.49146	0.038027	0.29837	0.67428	0.9943	0.76542	1
PGGT1B	1	-1.4569	-1.183	0.98522	0.99866	0.23681	0.60412	-4.1604	-3.3939	0.44624	0.98521	0.00068914	0.014242
