Gene	sgRNA	Lower|beta	Lower|z	Lower|p-value	Lower|fdr	Lower|wald-p-value	Lower|wald-fdr	Upper|beta	Upper|z	Upper|p-value	Upper|fdr	Upper|wald-p-value	Upper|wald-fdr
GNMT	3	0.13866	1.4691	0.61487	0.98297	0.14181	0.50888	0.0084941	0.088745	0.40752	0.97525	0.92928	1
GNPDA1	2	3.5439	0.11539	0.56382	0.96877	0.90814	0.99584	2.8329	0.092242	0.21272	0.96571	0.92651	1
GNRHR	2	-1.7289	-1.2325	0.6292	0.98316	0.21775	0.57496	0.61767	0.44643	0.927	0.99759	0.65528	1
GOT1	3	0.32091	1.2397	0.86879	0.99483	0.21507	0.57496	0.18989	0.71146	0.87013	0.99612	0.4768	1
GOT2	4	3.6244	0.17748	0.42544	0.96351	0.85913	0.99584	2.4268	0.11887	0.21675	0.96571	0.90538	1
GP1BA	1	6.762	0.0079147	0.02687	0.89189	0.99369	0.99734	-3.4428	-0.0040494	0.74429	0.99612	0.99677	1
GP9	2	0.00097366	0.0093716	0.75638	0.99211	0.99252	0.99734	0.15824	1.4524	0.74608	0.99612	0.14639	1
GPD1	3	4.6331	0.084827	0.20466	0.96351	0.9324	0.99584	2.366	0.043314	0.29422	0.96571	0.96545	1
GPR18	3	0.21903	1.4041	0.80385	0.99211	0.1603	0.50888	5.568e-05	0.00035253	0.31079	0.96571	0.99972	1
GPRC5A	6	4.615	0.1295	0.090909	0.96351	0.89696	0.99584	0.80361	0.022508	0.77295	0.99612	0.98204	1
GPT2	3	0.13719	1.4662	0.60815	0.98265	0.14259	0.50888	0.021305	0.22454	0.55217	0.98776	0.82234	1
GPX1	4	-2.407	-1.8121	0.15271	0.96351	0.069977	0.47932	0.81355	0.78817	0.90237	0.99612	0.43059	1
GPX2	1	5.3676	0.025398	0.28974	0.96351	0.97974	0.99584	1.6722	0.0079125	0.95567	0.99767	0.99369	1
GPX3	4	0.30892	1.7907	0.83878	0.99211	0.073334	0.48296	0.022711	0.1302	0.50739	0.98512	0.89641	1
GPX5	1	-1.3044	-1.0708	0.87774	0.99483	0.28426	0.65641	-4.9047	-4.0565	0.10837	0.96571	4.981e-05	0.001426
GPX6	3	0.12297	1.4842	0.53292	0.96351	0.13775	0.50888	1.187e-05	0.00014124	0.28616	0.96571	0.99989	1
GPX7	4	1.247	0.47337	0.90416	0.99483	0.63595	0.99584	1.5421	0.59971	0.61263	0.99612	0.5487	1
GPX8	2	-3.3941	-3.3636	0.0071652	0.69231	0.00076921	0.078075	-4.8842	-4.4939	0.041648	0.96571	6.9941e-06	0.00023664
GRIA1	3	0.41897	1.2303	0.95567	0.99861	0.2186	0.57496	0.069912	0.19982	0.71697	0.99612	0.84162	1
GRIA2	2	-2.5521	-3.0835	0.22257	0.96351	0.0020455	0.11884	-3.517	-4.1873	0.28437	0.96571	2.8229e-05	0.00084048
GRIA3	1	4.8217	0.039523	0.45813	0.96351	0.96847	0.99584	-3.7388	-0.030685	0.65696	0.99612	0.97552	1
GRID1	4	2.8419	0.27947	0.588	0.97766	0.77989	0.99584	2.4689	0.24331	0.19749	0.96571	0.80776	1
GRID2	2	3.6033	0.10442	0.55038	0.96351	0.91684	0.99584	3.4588	0.10032	0.042544	0.96571	0.92009	1
GRIK2	2	5.5761	0.029448	0.096283	0.96351	0.97651	0.99584	1.6468	0.0086793	0.70533	0.99612	0.99307	1
GRIK3	5	0.14552	1.4553	0.32915	0.96351	0.14559	0.50888	0.033454	0.32987	0.65383	0.99612	0.7415	1
GRIK4	2	4.3711	0.086789	0.37215	0.96351	0.93084	0.99584	1.0793	0.021421	0.90282	0.99612	0.98291	1
GRIK5	2	4.0898	0.083552	0.4429	0.96351	0.93341	0.99584	3.2863	0.067155	0.070757	0.96571	0.94646	1
GRIN1	3	0.37917	1.2452	0.91581	0.99483	0.21306	0.57496	0.10407	0.33209	0.76355	0.99612	0.73982	1
GRIN2C	3	4.2304	0.10582	0.30721	0.96351	0.91573	0.99584	-0.025621	-0.00061885	0.28034	0.96571	0.99951	1
GRIN2D	2	-2.4868	-3.1654	0.26019	0.96351	0.0015487	0.11133	-4.2329	-5.3836	0.18451	0.96571	7.3002e-08	4.6575e-06
GRIN3A	3	2.6755	0.19801	0.69816	0.99211	0.84304	0.99584	3.0415	0.22642	0.059113	0.96571	0.82087	1
GRIN3B	4	1.4933	0.44897	0.87147	0.99483	0.65345	0.99584	1.7297	0.53235	0.51679	0.98512	0.59448	1
GRK1	4	0.23199	1.9536	0.71115	0.99211	0.050751	0.45508	0.0042436	0.035295	0.2275	0.96571	0.97184	1
GRK4	5	3.6014	0.19233	0.38021	0.96351	0.84748	0.99584	1.8106	0.096708	0.42678	0.97525	0.92296	1
GRK5	5	0.38586	1.9294	0.94133	0.99483	0.053675	0.45508	0.032396	0.16036	0.63278	0.99612	0.87259	1
GRK6	5	0.50237	1.1705	0.94536	0.99483	0.2418	0.58218	0.085072	0.19322	0.86968	0.99612	0.84679	1
GRK7	3	1.8155	0.2224	0.89118	0.99483	0.824	0.99584	2.7715	0.35171	0.13121	0.96571	0.72505	1
GRM2	4	2.2256	0.35213	0.69413	0.99211	0.72474	0.99584	2.1916	0.35452	0.30497	0.96571	0.72295	1
GRM4	6	0.23976	1.2483	0.56829	0.96877	0.21191	0.57496	0.16443	0.82524	0.98298	0.99774	0.40924	1
GRM7	10	0.28656	1.856	0.47604	0.96351	0.063454	0.46004	0.058361	0.37348	0.81549	0.99612	0.70879	1
GRM8	3	0.12237	1.4779	0.52709	0.96351	0.13942	0.50888	0.018581	0.22125	0.52217	0.98512	0.8249	1
GSG2	5	0.13306	1.4754	0.27094	0.96351	0.1401	0.50888	0.017627	0.19267	0.34348	0.96571	0.84722	1
GSK3A	3	4.1097	0.14091	0.34304	0.96351	0.88794	0.99584	2.1629	0.074253	0.37707	0.96571	0.94081	1
GSK3B	5	0.039024	0.16023	0.21809	0.96351	0.8727	0.99584	0.34515	1.2495	0.91805	0.99612	0.2115	1
GSR	3	4.7046	0.081392	0.18898	0.96351	0.93513	0.99584	-3.8211	-0.0585	0.097627	0.96571	0.95335	1
GSS	4	3.5107	0.26771	0.45902	0.96351	0.78892	0.99584	1.28	0.097384	0.73354	0.99612	0.92242	1
GSTA2	4	1.3584	0.75751	0.88983	0.99483	0.44874	0.97855	0.53519	0.31414	0.97223	0.99774	0.75342	1
GSTA3	3	-2.1285	-0.26197	0.29646	0.96351	0.79334	0.99584	2.7417	0.40489	0.13748	0.96571	0.68556	1
GSTA4	3	0.1376	1.4705	0.61039	0.98297	0.14144	0.50888	0.0068941	0.072649	0.37841	0.96571	0.94209	1
GSTA5	5	0.19522	1.4268	0.49754	0.96351	0.15365	0.50888	0.011016	0.079459	0.22391	0.96571	0.93667	1
GSTK1	3	0.13481	1.4717	0.59427	0.97801	0.14109	0.50888	0.010459	0.11259	0.42768	0.97525	0.91035	1
GSTM4	4	3.9803	0.14394	0.32736	0.96351	0.88554	0.99584	2.0146	0.07286	0.37707	0.96571	0.94192	1
GSTO1	3	1.7813	0.49583	0.89521	0.99483	0.62001	0.99584	0.77782	0.21856	0.95656	0.99767	0.82699	1
GSTO2	5	0.71406	0.40731	0.89745	0.99483	0.68378	0.99584	-5.3677	-1.9856	0.0017913	0.66667	0.047073	0.66952
GSTT2	3	4.3046	0.1074	0.29019	0.96351	0.91447	0.99584	0.70237	0.017519	0.97403	0.99774	0.98602	1
GUCA1A	8	-3.2078	-3.8571	0.0022391	0.69231	0.00011474	0.032027	-0.42696	-0.70274	0.017465	0.92063	0.48222	1
GUCY2C	3	0.018519	0.080607	0.51097	0.96351	0.93575	0.99584	0.33685	1.2914	0.9167	0.99612	0.19657	1
GUCY2D	2	-2.8071	-3.5667	0.10972	0.96351	0.00036146	0.050667	-4.6186	-5.866	0.09897	0.96571	4.4656e-09	3.9964e-07
GUCY2F	3	2.4327	0.33458	0.76399	0.99211	0.73794	0.99584	-0.6044	-0.082027	0.16077	0.96571	0.93463	1
GUK1	1	5.0212	0.033666	0.4017	0.96351	0.97314	0.99584	-3.2967	-0.022135	0.78012	0.99612	0.98234	1
GUSB	5	0.13216	1.4773	0.26825	0.96351	0.13958	0.50888	0.0079073	0.087132	0.19257	0.96571	0.93057	1
GYG1	3	4.5777	0.084335	0.22078	0.96351	0.93279	0.99584	2.9936	0.05516	0.068966	0.96571	0.95601	1
GZMB	4	-1.9419	-0.54211	0.2481	0.96351	0.58774	0.99584	2.0912	0.64012	0.33856	0.96571	0.5221	1
H6PD	7	4.2456	0.1826	0.15361	0.96351	0.85511	0.99584	1.4639	0.062709	0.50739	0.98512	0.95	1
HADHA	3	-2.4239	-0.63937	0.18271	0.96351	0.52259	0.99584	1.9854	0.54642	0.45589	0.97525	0.58478	1
HADH	4	3.5232	0.19381	0.45634	0.96351	0.84632	0.99584	2.4257	0.13347	0.2172	0.96571	0.89382	1
HAGH	4	0.44867	1.2119	0.98925	0.9991	0.22555	0.57496	0.066982	0.17613	0.76579	0.99612	0.86019	1
HAL	5	0.15977	1.4494	0.37394	0.96351	0.14724	0.50888	0.027282	0.24409	0.53829	0.98701	0.80716	1
HAO1	2	-1.6395	-1.8689	0.65383	0.98316	0.061631	0.45611	-4.3442	-5.0765	0.1648	0.96571	3.8437e-07	1.7166e-05
HAO2	2	5.2759	0.047036	0.15002	0.96351	0.96248	0.99584	-3.5058	-0.030713	0.28616	0.96571	0.9755	1
HARS	1	-1.7919	-1.4045	0.84281	0.99211	0.16018	0.50888	-4.4863	-3.5324	0.32288	0.96571	0.00041184	0.0089285
HBA1	7	4.3482	0.15458	0.12584	0.96351	0.87715	0.99584	2.3087	0.082076	0.13345	0.96571	0.93459	1
HBB	5	-2.8035	-2.3516	0.042544	0.89189	0.018695	0.39015	0.59089	0.54021	0.86117	0.99612	0.58905	1
HBG1	3	0.13195	1.4752	0.57501	0.97126	0.14015	0.50888	0.007057	0.077791	0.38021	0.96571	0.93799	1
HCK	4	0.13241	1.4786	0.39319	0.96351	0.13926	0.50888	2.6474e-05	0.00029144	0.19122	0.96571	0.99977	1
HCN2	3	4.6343	0.081397	0.20466	0.96351	0.93513	0.99584	1.6224	0.028485	0.62203	0.99612	0.97728	1
HCRT	5	0.45689	1.1767	0.9888	0.9991	0.23931	0.58218	0.21016	0.52663	0.98253	0.99774	0.59845	1
HDC	4	1.3553	0.66845	0.89073	0.99483	0.50384	0.99584	0.41308	0.21298	0.98791	0.99774	0.83134	1
HDHD1	4	0.2099	1.8266	0.63905	0.98316	0.067762	0.46837	0.013198	0.1134	0.34124	0.96571	0.90972	1
HEXB	5	4.4128	0.14486	0.15764	0.96351	0.88482	0.99584	2.6153	0.086196	0.090909	0.96571	0.93131	1
HGS	2	2.8651	0.2329	0.70936	0.99211	0.81584	0.99584	-5.131	-0.37408	0.01657	0.92063	0.70835	1
HIBADH	3	4.8108	0.072903	0.16525	0.96351	0.94188	0.99584	3.104	0.047041	0.049261	0.96571	0.96248	1
HIBCH	3	0.13152	1.4744	0.57232	0.97039	0.14037	0.50888	0.014233	0.15732	0.46753	0.97525	0.87499	1
HIF1AN	4	-3.395	-2.9219	0.0062696	0.69231	0.0034787	0.14938	-1.2434	-1.4694	0.058218	0.96571	0.14171	1
HINT1	2	4.3311	0.072664	0.38155	0.96351	0.94207	0.99584	2.132	0.035766	0.52038	0.98512	0.97147	1
HIPK1	4	-2.3252	-0.82452	0.176	0.96351	0.40964	0.91109	1.4218	0.79094	0.6704	0.99612	0.42898	1
HIPK2	4	0.32515	1.8428	0.85714	0.99483	0.065359	0.46628	0.012524	0.070214	0.32781	0.96571	0.94402	1
HIPK3	6	0.42133	2.0122	0.97179	0.99908	0.044203	0.45508	0.033362	0.15778	0.5674	0.98776	0.87463	1
HIPK4	3	2.5608	0.26009	0.72906	0.99211	0.7948	0.99584	2.6246	0.26875	0.17779	0.96571	0.78812	1
HK1	5	5.4648	0.053954	0.0089566	0.70588	0.95697	0.99584	2.9959	0.029578	0.021496	0.92063	0.9764	1
HK2	5	0.1978	1.4087	0.50605	0.96351	0.15892	0.50888	0.059726	0.41981	0.83654	0.99612	0.67462	1
HK3	2	0.011196	0.04682	0.81236	0.99211	0.96266	0.99584	0.34279	1.2746	0.81012	0.99612	0.20245	1
HLA-A	5	3.3641	0.24494	0.4429	0.96351	0.8065	0.99584	1.7456	0.12761	0.4644	0.97525	0.89846	1
HLA-B	4	4.4439	0.12999	0.1966	0.96351	0.89658	0.99584	1.7065	0.049916	0.52799	0.98512	0.96019	1
HLA-DQA2	3	1.6138	0.7704	0.91581	0.99483	0.44106	0.96591	-0.98766	-0.44363	0.13256	0.96571	0.65731	1
HLA-DQB1	6	2.0662	0.60993	0.63771	0.98316	0.54191	0.99584	1.637	0.48923	0.45275	0.97525	0.62468	1
HLA-DRB1	3	-2.2441	-1.3233	0.25481	0.96351	0.18573	0.54356	0.61635	0.44438	0.99552	0.9991	0.65677	1
HLCS	7	0.25102	1.7962	0.53695	0.96351	0.072462	0.48296	0.027168	0.19201	0.33229	0.96571	0.84773	1
HMGCL	3	3.5103	0.20708	0.50515	0.96351	0.83595	0.99584	0.92461	0.054379	0.91446	0.99612	0.95663	1
HMGCS1	1	-2.9077	-2.1685	0.089566	0.96351	0.030122	0.43963	-4.2585	-3.1607	0.41335	0.97525	0.0015741	0.028812
HMOX2	8	0.38989	2.0985	0.96328	0.99861	0.035864	0.44273	0.061914	0.32978	0.99104	0.9991	0.74156	1
HNF4G	5	0.28638	1.347	0.79266	0.99211	0.17798	0.52851	0.015301	0.071137	0.29915	0.96571	0.94329	1
HNMT	1	0.17897	0.0023446	0.70309	0.99211	0.99813	0.99858	4.3626	0.05701	0.021944	0.92063	0.95454	1
HPD	3	0.13405	1.4737	0.58889	0.97773	0.14056	0.50888	0.012068	0.13082	0.44156	0.97525	0.89592	1
HPGDS	3	0.21434	1.4072	0.79893	0.99211	0.15936	0.50888	0.0079958	0.051845	0.39991	0.97171	0.95865	1
HPN	8	0.45151	1.1295	0.83341	0.99211	0.25868	0.60295	0.36031	0.87561	0.75862	0.99612	0.38124	1
HPRT1	4	4.6613	0.102	0.14554	0.96351	0.91876	0.99584	2.8296	0.061927	0.073892	0.96571	0.95062	1
HPX	3	0.44641	1.1792	0.9785	0.99909	0.23831	0.58218	0.22977	0.59169	0.88715	0.99612	0.55406	1
HRH1	6	4.8964	0.098501	0.04747	0.90244	0.92153	0.99584	0.16424	0.0032037	0.98298	0.99774	0.99744	1
HRH2	4	0.18583	1.4305	0.56874	0.96877	0.15259	0.50888	0.014157	0.10754	0.3605	0.96571	0.91436	1
HRH3	4	5.2299	0.070041	0.045231	0.89381	0.94416	0.99584	2.7013	0.036175	0.10972	0.96571	0.97114	1
HRH4	3	-3.1418	-3.1363	0.023735	0.86885	0.0017108	0.11236	-0.34217	-0.41122	0.21003	0.96571	0.68091	1
HRSP12	2	-3.2063	-2.9311	0.019257	0.83333	0.0033773	0.14938	-0.1098	-0.11069	0.38603	0.96571	0.91186	1
HS3ST1	2	2.7436	0.18576	0.73399	0.99211	0.85263	0.99584	2.6533	0.18008	0.29288	0.96571	0.85709	1
HS3ST3A1	4	4.9393	0.066229	0.090909	0.96351	0.9472	0.99584	2.1127	0.028307	0.32871	0.96571	0.97742	1
HSD11B2	4	4.3746	0.11347	0.21541	0.96351	0.90966	0.99584	1.2047	0.031217	0.7631	0.99612	0.9751	1
HSD17B11	3	0.12246	1.4827	0.52799	0.96351	0.13816	0.50888	0.0087014	0.10386	0.41245	0.97525	0.91728	1
HSD17B6	2	-1.8955	-0.83764	0.56561	0.96877	0.40224	0.89729	1.1254	0.58001	0.88401	0.99612	0.56191	1
HSD17B7	4	0.002608	0.030068	0.30049	0.96351	0.97601	0.99584	0.13395	1.4701	0.84998	0.99612	0.14154	1
HSD17B8	2	-1.6821	-0.38605	0.64039	0.98316	0.69946	0.99584	1.66	0.44558	0.7004	0.99612	0.6559	1
HSPG2	5	4.1255	0.16858	0.24093	0.96351	0.86613	0.99584	1.7198	0.070267	0.47738	0.9753	0.94398	1
HTR1A	3	2.7543	0.23315	0.67801	0.99211	0.81565	0.99584	2.5263	0.21478	0.22078	0.96571	0.82994	1
HTR1B	5	0.20329	1.4113	0.52441	0.96351	0.15815	0.50888	0.040097	0.27476	0.73936	0.99612	0.7835	1
HTR1D	4	1.6843	0.46446	0.82669	0.99211	0.64232	0.99584	1.8366	0.51497	0.46261	0.97525	0.60657	1
HTR1E	4	1.3647	0.41731	0.88894	0.99483	0.67645	0.99584	1.8326	0.57731	0.46529	0.97525	0.56373	1
HTR1F	1	-1.789	-0.32875	0.84416	0.99211	0.74235	0.99584	1.8627	0.34173	0.88804	0.99612	0.73255	1
HTR2A	4	0.14077	1.4703	0.43708	0.96351	0.14148	0.50888	3.667e-05	0.00037765	0.1966	0.96571	0.9997	1
HTR2B	4	-2.1178	-0.91671	0.22123	0.96351	0.35929	0.80959	1.8102	0.8354	0.47649	0.97525	0.40349	1
HTR2C	2	-1.3284	-0.081757	0.71384	0.99211	0.93484	0.99584	3.3437	0.21354	0.062696	0.96571	0.8309	1
HTR3A	6	2.7891	0.37931	0.52038	0.96351	0.70446	0.99584	1.777	0.24279	0.38513	0.96571	0.80817	1
HTR4	4	1.5986	0.3101	0.85132	0.99477	0.75648	0.99584	2.4401	0.48406	0.21182	0.96571	0.62834	1
HTR6	3	5.3346	0.04705	0.071652	0.96351	0.96247	0.99584	2.9261	0.025803	0.081505	0.96571	0.97941	1
HTR7	4	0.13133	1.4725	0.38648	0.96351	0.1409	0.50888	0.026313	0.29085	0.56382	0.98776	0.77117	1
HUNK	3	0.15563	1.4559	0.67846	0.99211	0.14543	0.50888	0.0081504	0.075215	0.40305	0.97297	0.94004	1
IARS2	1	-2.0672	-1.5939	0.6386	0.98316	0.11097	0.50888	-4.0934	-3.156	0.49888	0.98512	0.0015993	0.029035
IARS	1	-2.7857	-2.0773	0.14778	0.96351	0.037771	0.44391	-4.8025	-3.5806	0.16167	0.96571	0.00034281	0.0075791
IBTK	7	2.6206	0.50786	0.51948	0.96351	0.61155	0.99584	1.3219	0.25779	0.57009	0.98776	0.79657	1
ICK	4	1.787	0.33534	0.80609	0.99211	0.73737	0.99584	2.2239	0.42575	0.28885	0.96571	0.67029	1
IDE	3	0.012679	0.043103	0.49082	0.96351	0.96562	0.99584	0.40721	1.2231	0.93641	0.99767	0.22129	1
IDH3A	8	0.28125	2.2806	0.61979	0.98297	0.022575	0.39484	0.039488	0.31639	0.53739	0.98701	0.75171	1
IDH3B	2	0.20397	1.4153	0.98433	0.99909	0.15697	0.50888	0.0059615	0.040863	0.50649	0.98512	0.9674	1
IDH3G	5	1.1362	0.45238	0.84147	0.99211	0.651	0.99584	1.513	0.63985	0.57053	0.98776	0.52227	1
IFNAR2	3	-2.7041	-1.396	0.10076	0.96351	0.16273	0.50888	1.2773	0.73381	0.77922	0.99612	0.46306	1
IFNGR1	3	0.14717	1.4621	0.6489	0.98316	0.14371	0.50888	0.012802	0.12544	0.45231	0.97525	0.90017	1
IFNGR2	5	5.1432	0.072841	0.029109	0.89189	0.94193	0.99584	2.799	0.039637	0.047022	0.96571	0.96838	1
IGF1R	9	0.2934	2.0909	0.59964	0.98023	0.036534	0.44273	0.032924	0.23188	0.28392	0.96571	0.81663	1
IGFBP7	5	4.0707	0.1679	0.25481	0.96351	0.86666	0.99584	1.3509	0.055383	0.64129	0.99612	0.95583	1
IGSF10	1	5.7758	0.018148	0.17689	0.96351	0.98552	0.99584	-3.241	-0.0102	0.79355	0.99612	0.99186	1
IKBKB	1	-2.0662	-0.074474	0.64174	0.98316	0.94063	0.99584	3.3775	0.12056	0.17779	0.96571	0.90404	1
IKBKE	2	-3.003	-3.23	0.052844	0.90299	0.0012381	0.11133	-4.6801	-4.8689	0.0824	0.96571	1.1223e-06	4.475e-05
IKBKG	3	3.5964	0.1305	0.485	0.96351	0.89617	0.99584	3.0013	0.1091	0.066726	0.96571	0.91312	1
IL11RA	6	0.49231	1.1819	0.90416	0.99483	0.23726	0.58218	0.02746	0.064212	0.43529	0.97525	0.9488	1
IL2RB	3	0.1184	1.4725	0.51948	0.96351	0.14089	0.50888	0.024115	0.29563	0.57725	0.98776	0.76752	1
IL2RG	3	0.16551	1.4436	0.70443	0.99211	0.14885	0.50888	0.021648	0.1863	0.55531	0.98776	0.85221	1
IL3RA	1	-1.8481	-1.4365	0.80116	0.99211	0.15086	0.50888	-4.9408	-3.8641	0.10076	0.96571	0.00011151	0.003074
IL4I1	3	-2.0524	-0.96333	0.32333	0.96351	0.33538	0.76156	1.4322	0.72583	0.71205	0.99612	0.46794	1
IL5	6	0.39694	1.2601	1	1	0.20763	0.57496	0.051394	0.15837	0.84774	0.99612	0.87417	1
IL6R	2	-1.8866	-2.1445	0.57098	0.96958	0.031994	0.44273	-4.1422	-4.7105	0.20511	0.96571	2.4717e-06	9.048e-05
ILKAP	4	4.6635	0.090663	0.14554	0.96351	0.92776	0.99584	2.5078	0.048662	0.18361	0.96571	0.96119	1
ILK	4	4.1569	0.12303	0.27273	0.96351	0.90208	0.99584	2.9322	0.086823	0.055979	0.96571	0.93081	1
IMPA1	4	1.976	0.5326	0.75593	0.99211	0.59431	0.99584	0.2303	0.0629	0.94581	0.99767	0.94985	1
INPP1	4	4.328	0.1335	0.2266	0.96351	0.8938	0.99584	0.30687	0.0092825	0.96597	0.99769	0.99259	1
INPP4B	4	2.947	0.32949	0.57412	0.97048	0.74178	0.99584	1.9274	0.21722	0.41738	0.97525	0.82803	1
INPP5A	4	1.636	0.45202	0.83923	0.99211	0.65125	0.99584	1.8363	0.53766	0.46305	0.97525	0.59081	1
INPP5B	8	0.29927	2.0902	0.70354	0.99211	0.036595	0.44273	0.045645	0.3151	0.70085	0.99612	0.75269	1
INPP5D	1	-1.923	-0.32186	0.74474	0.99211	0.74756	0.99584	1.9442	0.3246	0.85043	0.99612	0.74548	1
INPP5E	4	3.442	0.23574	0.47738	0.96351	0.81364	0.99584	1.0026	0.068433	0.83744	0.99612	0.94544	1
INPP5F	4	5.0524	0.072438	0.069413	0.95092	0.94225	0.99584	2.3203	0.033264	0.24989	0.96571	0.97346	1
INPP5J	4	0.0020737	0.022166	0.29736	0.96351	0.98232	0.99584	0.18551	1.8879	0.91267	0.99612	0.059041	0.8039
INPP5K	4	3.7665	0.16634	0.38916	0.96351	0.86789	0.99584	2.3401	0.10376	0.24317	0.96571	0.91736	1
INPPL1	4	3.0583	0.2886	0.55665	0.96431	0.77289	0.99584	0.62789	0.059043	0.95343	0.99767	0.95292	1
INSRR	3	0.39722	1.2163	0.93641	0.99483	0.22386	0.57496	0.20304	0.60487	0.8773	0.99612	0.54526	1
INSR	1	-2.1017	-1.6086	0.60367	0.98179	0.10771	0.50888	-4.7947	-3.6864	0.16614	0.96571	0.00022749	0.0055216
INS	4	0.48718	1.128	0.96955	0.99908	0.25934	0.60386	0.22265	0.50263	0.94178	0.99767	0.61522	1
IP6K1	4	0.16705	1.4452	0.5159	0.96351	0.1484	0.50888	0.013956	0.11911	0.35558	0.96571	0.90519	1
IP6K2	2	-2.9551	-1.3755	0.062248	0.92105	0.16897	0.51233	1.0855	0.556	0.90103	0.99612	0.57821	1
IP6K3	2	-2.5013	-0.95212	0.25302	0.96351	0.34103	0.77156	1.3025	0.54897	0.81997	0.99612	0.58302	1
IRAK1BP1	5	3.7635	0.20354	0.34124	0.96351	0.83872	0.99584	2.0216	0.10975	0.32244	0.96571	0.91261	1
IRAK1	6	0.23123	2.2935	0.52978	0.96351	0.021821	0.39484	0.0074064	0.07254	0.10703	0.96571	0.94217	1
IRAK2	1	-2.755	-2.0627	0.16391	0.96351	0.039143	0.44823	-3.881	-2.8972	0.59606	0.99484	0.0037653	0.05963
IRAK3	4	0.060372	0.50816	0.33811	0.96351	0.61134	0.99584	0.21277	1.7122	0.93506	0.99767	0.086851	1
IRAK4	4	1.809	0.45367	0.79937	0.99211	0.65007	0.99584	1.6524	0.41623	0.55441	0.98776	0.67724	1
IRGC	2	4.5288	0.062383	0.33453	0.96351	0.95026	0.99584	3.0942	0.042637	0.12002	0.96571	0.96599	1
ISG20	3	2.5189	0.34388	0.74026	0.99211	0.73094	0.99584	1.4259	0.19672	0.71563	0.99612	0.84404	1
ISPD	3	-1.8144	-0.32904	0.38065	0.96351	0.74212	0.99584	2.3525	0.45224	0.2996	0.96571	0.65109	1
ISYNA1	3	4.3274	0.11924	0.28571	0.96351	0.90509	0.99584	0.87368	0.024018	0.93148	0.99767	0.98084	1
ITGA2B	3	4.8765	0.05811	0.14913	0.96351	0.95366	0.99584	0.40544	0.0047389	0.93641	0.99767	0.99622	1
ITGA4	3	4.9712	0.077581	0.12853	0.96351	0.93816	0.99584	1.6172	0.025238	0.62338	0.99612	0.97987	1
ITGAL	2	-1.6388	-0.13299	0.65428	0.98318	0.8942	0.99584	3.0393	0.25658	0.14017	0.96571	0.7975	1
ITK	2	-2.4985	-3.1626	0.25392	0.96351	0.0015637	0.11133	-4.924	-6.2426	0.038065	0.96571	4.3025e-10	4.8037e-08
ITPA	4	4.4181	0.10808	0.20152	0.96351	0.91394	0.99584	1.9152	0.046722	0.42275	0.97525	0.96273	1
ITPK1	3	3.7601	0.15156	0.44738	0.96351	0.87953	0.99584	2.155	0.086873	0.37931	0.96571	0.93077	1
ITPKA	3	4.9153	0.072543	0.14017	0.96351	0.94217	0.99584	2.175	0.032099	0.36901	0.96571	0.97439	1
ITPKB	4	0.19272	0.24029	0.58934	0.97773	0.81011	0.99584	0.19195	0.28125	0.9185	0.99612	0.77852	1
ITPKC	5	2.5692	0.37484	0.61755	0.98297	0.70778	0.99584	2.2194	0.32453	0.2266	0.96571	0.74554	1
IYD	3	-2.7148	-2.2714	0.099418	0.96351	0.02312	0.39484	0.045759	0.048914	0.66995	0.99612	0.96099	1
JAK1	3	4.3938	0.1021	0.26914	0.96351	0.91868	0.99584	2.0686	0.048061	0.41648	0.97525	0.96167	1
JAK2	3	2.6336	0.23611	0.70846	0.99211	0.81335	0.99584	2.5028	0.22491	0.23063	0.96571	0.82205	1
JAK3	2	4.7681	0.06949	0.28168	0.96351	0.9446	0.99584	2.6781	0.039031	0.28392	0.96571	0.96887	1
JAKMIP1	3	4.712	0.075666	0.18809	0.96351	0.93968	0.99584	2.0238	0.032496	0.43663	0.97525	0.97408	1
KALRN	3	-1.9127	-3.1489	0.36274	0.96351	0.001639	0.11133	-3.9459	-6.4961	0.090909	0.96571	8.2428e-11	1.2271e-08
KARS	3	4.5265	0.079953	0.23511	0.96351	0.93627	0.99584	-0.259	-0.0043406	0.22705	0.96571	0.99654	1
KAT2A	4	-1.8826	-0.54547	0.2575	0.96351	0.58543	0.99584	2.0369	0.66699	0.36453	0.96571	0.50478	1
KAT5	1	-2.9083	-2.1689	0.089118	0.96351	0.030093	0.43963	-4.2591	-3.161	0.41245	0.97525	0.0015721	0.028812
KCNA1	3	-2.4825	-1.8253	0.16077	0.96351	0.067958	0.46837	1.0734	0.79449	0.85804	0.99612	0.42691	1
KCNA4	4	3.7707	0.15683	0.38827	0.96351	0.87538	0.99584	1.3548	0.056277	0.7004	0.99612	0.95512	1
KCNC4	4	2.8829	0.31609	0.58262	0.97766	0.75194	0.99584	-0.52765	-0.054621	0.12226	0.96571	0.95644	1
KCND2	5	4.4591	0.11064	0.1451	0.96351	0.91191	0.99584	3.0022	0.075115	0.021048	0.92063	0.94012	1
KCND3	1	-1.1521	-0.97283	0.82669	0.99211	0.33064	0.75492	-4.0866	-3.4608	0.50202	0.98512	0.00053867	0.011566
KCNE1	4	0.38568	1.2711	0.92253	0.99483	0.20371	0.5729	0.035022	0.11207	0.65607	0.99612	0.91077	1
